nickname,player_details,final_score,show_info,full_name,occupation,hometown,archive_info,date,city,state,answer_number,dt_indx,favorite_count,retweet_count,text,game_info_flg,year,month,value,games_played,gross_winnings,job,state_id
Dana,"Dana Wayne, an educator from North Hollywood, California (whose 2-day cash winnings total $32,401)",31601,"J! Archive - Show #7944, aired 2019-03-07",Dana Wayne,an educator,"North Hollywood, California",J! Archive - Show #7944,2019-03-07,North Hollywood,California,answer3,1,11.0,0.0,"3/7/19:
""I re-enacted the Civil War at age 10 to wear a hoop skirt.""
""At age 7, at the @EdinburghZoo, I got to into the penguin enclosure.""
""I skydived in the Namib Desert.""
#Jeopardy https://t.co/hfz1YWq8F8",True,2019.0,3.0,"""I skydived in the Namib Desert.""",4,72801,educator,CA
Kristin,"Kristin Philips, a college program administrator from Mountlake Terrace, Washington",20500,"J! Archive - Show #7944, aired 2019-03-07",Kristin Philips,a college program administrator,"Mountlake Terrace, Washington",J! Archive - Show #7944,2019-03-07,Mountlake Terrace,Washington,answer2,2,11.0,0.0,"3/7/19:
""I re-enacted the Civil War at age 10 to wear a hoop skirt.""
""At age 7, at the @EdinburghZoo, I got to into the penguin enclosure.""
""I skydived in the Namib Desert.""
#Jeopardy https://t.co/hfz1YWq8F8",True,2019.0,3.0,"""At age 7, at the @EdinburghZoo, I got to into the penguin enclosure.""",1,20500,college program administrator,WA
Hope,"Hope Shinn, a librarian from Silver Spring, Maryland",31600,"J! Archive - Show #7944, aired 2019-03-07",Hope Shinn,a librarian,"Silver Spring, Maryland",J! Archive - Show #7944,2019-03-07,Silver Spring,Maryland,answer1,3,11.0,0.0,"3/7/19:
""I re-enacted the Civil War at age 10 to wear a hoop skirt.""
""At age 7, at the @EdinburghZoo, I got to into the penguin enclosure.""
""I skydived in the Namib Desert.""
#Jeopardy https://t.co/hfz1YWq8F8",True,2019.0,3.0,"""I re-enacted the Civil War at age 10 to wear a hoop skirt.""",1,31600,librarian,MD
Dana,"Dana Wayne, an educator from North Hollywood, California (whose 1-day cash winnings total $26,401)",6000,"J! Archive - Show #7943, aired 2019-03-06",Dana Wayne,an educator,"North Hollywood, California",J! Archive - Show #7943,2019-03-06,North Hollywood,California,answer3,1,9.0,0.0,"3/6/19:
""I lost weight after seeing myself on TV auditioning for @Jeopardy!""
""I dressed like a barefoot eagle for a radio station with @RickSpringfield.""
""I'm a goat nanny for a farm rescue.""
#Jeopardy https://t.co/8OfHukKqhb",True,2019.0,3.0,"""I'm a goat nanny for a farm rescue.""",4,72801,educator,CA
Eric,"Eric Eifrig, a lawyer from Cincinnati, Ohio",1599,"J! Archive - Show #7943, aired 2019-03-06",Eric Eifrig,a lawyer,"Cincinnati, Ohio",J! Archive - Show #7943,2019-03-06,Cincinnati,Ohio,answer2,2,9.0,0.0,"3/6/19:
""I lost weight after seeing myself on TV auditioning for @Jeopardy!""
""I dressed like a barefoot eagle for a radio station with @RickSpringfield.""
""I'm a goat nanny for a farm rescue.""
#Jeopardy https://t.co/8OfHukKqhb",True,2019.0,3.0,"""I dressed like a barefoot eagle for a radio station with @RickSpringfield.""",1,1599,lawyer,OH
Tim,"Tim Varecka, an engineer from Tucson, Arizona",5999,"J! Archive - Show #7943, aired 2019-03-06",Tim Varecka,an engineer,"Tucson, Arizona",J! Archive - Show #7943,2019-03-06,Tucson,Arizona,answer1,3,9.0,0.0,"3/6/19:
""I lost weight after seeing myself on TV auditioning for @Jeopardy!""
""I dressed like a barefoot eagle for a radio station with @RickSpringfield.""
""I'm a goat nanny for a farm rescue.""
#Jeopardy https://t.co/8OfHukKqhb",True,2019.0,3.0,"""I lost weight after seeing myself on TV auditioning for @Jeopardy!""",1,5999,engineer,AZ
Team Ken,"Playing the Final Jeopardy! Round: Alan Lin, a software engineer from Riverside, California",36000,"J! Archive - Show #7941, aired 2019-03-04",Playing the Final Jeopardy! Round: Alan Lin,a software engineer,"Riverside, California",J! Archive - Show #7941,2019-03-04,Riverside,California,answer3,1,25.0,2.0,"3/4/19:
""I will take any supernatural assistance in winning today.""
""It took about 3 hours to shoot 30 seconds of intro footage.""
""I love the opening montage.""
#Jeopardy #JeopardyAllStars https://t.co/t3GSkt3l3W",True,2019.0,3.0,"""I love the opening montage.""",1,36000,software engineer,CA
Team Brad,"Playing the Double Jeopardy! Round: Colby Burnett, a college counselor from Chicago, Illinois",8000,"J! Archive - Show #7941, aired 2019-03-04",Playing the Double Jeopardy! Round: Colby Burnett,a college counselor,"Chicago, Illinois",J! Archive - Show #7941,2019-03-04,Chicago,Illinois,answer2,2,25.0,2.0,"3/4/19:
""I will take any supernatural assistance in winning today.""
""It took about 3 hours to shoot 30 seconds of intro footage.""
""I love the opening montage.""
#Jeopardy #JeopardyAllStars https://t.co/t3GSkt3l3W",True,2019.0,3.0,"""It took about 3 hours to shoot 30 seconds of intro footage.""",1,8000,college counselor,IL
Team Colby,"Playing the Jeopardy! Round: Pam Mueller, a think tank researcher from Culver City, California",22800,"J! Archive - Show #7941, aired 2019-03-04",Playing the Jeopardy! Round: Pam Mueller,a think tank researcher,"Culver City, California",J! Archive - Show #7941,2019-03-04,Culver City,California,answer1,3,25.0,2.0,"3/4/19:
""I will take any supernatural assistance in winning today.""
""It took about 3 hours to shoot 30 seconds of intro footage.""
""I love the opening montage.""
#Jeopardy #JeopardyAllStars https://t.co/t3GSkt3l3W",True,2019.0,3.0,"""I will take any supernatural assistance in winning today.""",1,22800,think tank researcher,CA
Team Ken,"Playing the Final Jeopardy! Round: Julia Collins, an administrator of a female-centric website from Wilmette, Illinois",15600,"J! Archive - Show #7937, aired 2019-02-26",Playing the Final Jeopardy! Round: Julia Collins,an administrator of a female-centric website,"Wilmette, Illinois",J! Archive - Show #7937,2019-02-26,Wilmette,Illinois,answer3,1,9.0,0.0,"2/26/19 (2):
""I enjoy spending time with my teammates.""
""I've went to @BrownUniversity since my Teen Tournament win.""
""My first class is college led me to change my major.""
#Jeopardy #JeopardyAllStars https://t.co/2mtoqSem6g",True,2019.0,2.0,"""My first class is college led me to change my major.""",3,46800,administrator female-centric website,IL
Team Ken,"Playing the Final Jeopardy! Round: Julia Collins, an administrator of a female-centric website from Wilmette, Illinois",15600,"J! Archive - Show #7937, aired 2019-02-26",Playing the Final Jeopardy! Round: Julia Collins,an administrator of a female-centric website,"Wilmette, Illinois",J! Archive - Show #7937,2019-02-26,Wilmette,Illinois,answer3,1,15.0,2.0,"2/26/19 (1):
""I got married &amp; ordained last year.""
""I work in machine learning.""
""I prepared 364,878 flash cards.""
#Jeopardy #JeopardyAllStars https://t.co/fP5tICrzc7",True,2019.0,2.0,"""I prepared 364,878 flash cards.""",3,46800,administrator female-centric website,IL
Team Austin,"Playing the Double Jeopardy! Round: Seth Wilson, a private events manager from Chicago, Illinois",15600,"J! Archive - Show #7937, aired 2019-02-26",Playing the Double Jeopardy! Round: Seth Wilson,a private events manager,"Chicago, Illinois",J! Archive - Show #7937,2019-02-26,Chicago,Illinois,answer2,2,9.0,0.0,"2/26/19 (2):
""I enjoy spending time with my teammates.""
""I've went to @BrownUniversity since my Teen Tournament win.""
""My first class is college led me to change my major.""
#Jeopardy #JeopardyAllStars https://t.co/2mtoqSem6g",True,2019.0,2.0,"""I've went to @BrownUniversity since my Teen Tournament win.""",3,46800,private events manager,IL
Team Austin,"Playing the Double Jeopardy! Round: Seth Wilson, a private events manager from Chicago, Illinois",15600,"J! Archive - Show #7937, aired 2019-02-26",Playing the Double Jeopardy! Round: Seth Wilson,a private events manager,"Chicago, Illinois",J! Archive - Show #7937,2019-02-26,Chicago,Illinois,answer2,2,15.0,2.0,"2/26/19 (1):
""I got married &amp; ordained last year.""
""I work in machine learning.""
""I prepared 364,878 flash cards.""
#Jeopardy #JeopardyAllStars https://t.co/fP5tICrzc7",True,2019.0,2.0,"""I work in machine learning.""",3,46800,private events manager,IL
Team Julia,"Playing the Jeopardy! Round: Ben Ingram, a business technology integration consultant from Lake Wylie, South Carolina",15600,"J! Archive - Show #7937, aired 2019-02-26",Playing the Jeopardy! Round: Ben Ingram,a business technology integration consultant,"Lake Wylie, South Carolina",J! Archive - Show #7937,2019-02-26,Lake Wylie,South Carolina,answer1,3,9.0,0.0,"2/26/19 (2):
""I enjoy spending time with my teammates.""
""I've went to @BrownUniversity since my Teen Tournament win.""
""My first class is college led me to change my major.""
#Jeopardy #JeopardyAllStars https://t.co/2mtoqSem6g",True,2019.0,2.0,"""I enjoy spending time with my teammates.""",3,46800,business technology integration consultant,SC
Team Julia,"Playing the Jeopardy! Round: Ben Ingram, a business technology integration consultant from Lake Wylie, South Carolina",15600,"J! Archive - Show #7937, aired 2019-02-26",Playing the Jeopardy! Round: Ben Ingram,a business technology integration consultant,"Lake Wylie, South Carolina",J! Archive - Show #7937,2019-02-26,Lake Wylie,South Carolina,answer1,3,15.0,2.0,"2/26/19 (1):
""I got married &amp; ordained last year.""
""I work in machine learning.""
""I prepared 364,878 flash cards.""
#Jeopardy #JeopardyAllStars https://t.co/fP5tICrzc7",True,2019.0,2.0,"""I got married &amp; ordained last year.""",3,46800,business technology integration consultant,SC
Team Ken,"Playing the Final Jeopardy! Round: Julia Collins, an administrator of a female-centric website from Wilmette, Illinois",15600,"J! Archive - Show #7936, aired 2019-02-25",Playing the Final Jeopardy! Round: Julia Collins,an administrator of a female-centric website,"Wilmette, Illinois",J! Archive - Show #7936,2019-02-25,Wilmette,Illinois,answer3,1,29.0,5.0,"2/25/19:
""I bought a dartboard, kayaks, &amp; traveled to see the eclipse.""
""I don't remember my childhood thanks to my old hippie parents.""
""I've written a new book about the history of comedy.""
#Jeopardy #JeopardyAllStars https://t.co/r1KU7bAORG",True,2019.0,2.0,"""I've written a new book about the history of comedy.""",3,46800,administrator female-centric website,IL
Team Austin,"Playing the Double Jeopardy! Round: Seth Wilson, a private events manager from Chicago, Illinois",15600,"J! Archive - Show #7936, aired 2019-02-25",Playing the Double Jeopardy! Round: Seth Wilson,a private events manager,"Chicago, Illinois",J! Archive - Show #7936,2019-02-25,Chicago,Illinois,answer2,2,29.0,5.0,"2/25/19:
""I bought a dartboard, kayaks, &amp; traveled to see the eclipse.""
""I don't remember my childhood thanks to my old hippie parents.""
""I've written a new book about the history of comedy.""
#Jeopardy #JeopardyAllStars https://t.co/r1KU7bAORG",True,2019.0,2.0,"""I don't remember my childhood thanks to my old hippie parents.""",3,46800,private events manager,IL
Team Julia,"Playing the Jeopardy! Round: Ben Ingram, a business technology integration consultant from Lake Wylie, South Carolina",15600,"J! Archive - Show #7936, aired 2019-02-25",Playing the Jeopardy! Round: Ben Ingram,a business technology integration consultant,"Lake Wylie, South Carolina",J! Archive - Show #7936,2019-02-25,Lake Wylie,South Carolina,answer1,3,29.0,5.0,"2/25/19:
""I bought a dartboard, kayaks, &amp; traveled to see the eclipse.""
""I don't remember my childhood thanks to my old hippie parents.""
""I've written a new book about the history of comedy.""
#Jeopardy #JeopardyAllStars https://t.co/r1KU7bAORG",True,2019.0,2.0,"""I bought a dartboard, kayaks, &amp; traveled to see the eclipse.""",3,46800,business technology integration consultant,SC
Team Buzzy,"Playing the Final Jeopardy! Round: David Madden, an academic competition director from Ridgewood, New Jersey",8400,"J! Archive - Show #7934, aired 2019-02-21",Playing the Final Jeopardy! Round: David Madden,an academic competition director,"Ridgewood, New Jersey",J! Archive - Show #7934,2019-02-21,Ridgewood,New Jersey,answer3,1,9.0,2.0,"2/21/19 (2):
""Writing quiz questions puts extra pressure on me.""
""I have great memories of winning my tournament.""
""I won my tournament but still love teaching 3rd grade.""
#Jeopardy #JeopardyAllStars https://t.co/hlOYf0cHDO",True,2019.0,2.0,"""I won my tournament but still love teaching 3rd grade.""",3,25200,academic competition director,NJ
Team Buzzy,"Playing the Final Jeopardy! Round: David Madden, an academic competition director from Ridgewood, New Jersey",8400,"J! Archive - Show #7934, aired 2019-02-21",Playing the Final Jeopardy! Round: David Madden,an academic competition director,"Ridgewood, New Jersey",J! Archive - Show #7934,2019-02-21,Ridgewood,New Jersey,answer3,1,14.0,2.0,"2/21/19 (1):
""Winning on @Jeopardy! allowed me to choose where to live.""
""I want to absolutely crush @buzztronics.""
""My second child was due two days before the tournament draft.""
#Jeopardy #JeopardyAllStars https://t.co/APJDcKaxbX",True,2019.0,2.0,"""My second child was due two days before the tournament draft.""",3,25200,academic competition director,NJ
Team Colby,"Playing the Double Jeopardy! Round: Larissa Kelly, an editor for academic competitions from Richmond, California",8400,"J! Archive - Show #7934, aired 2019-02-21",Playing the Double Jeopardy! Round: Larissa Kelly,an editor for academic competitions,"Richmond, California",J! Archive - Show #7934,2019-02-21,Richmond,California,answer2,2,9.0,2.0,"2/21/19 (2):
""Writing quiz questions puts extra pressure on me.""
""I have great memories of winning my tournament.""
""I won my tournament but still love teaching 3rd grade.""
#Jeopardy #JeopardyAllStars https://t.co/hlOYf0cHDO",True,2019.0,2.0,"""I have great memories of winning my tournament.""",3,25200,editor academic competitions,CA
Team Colby,"Playing the Double Jeopardy! Round: Larissa Kelly, an editor for academic competitions from Richmond, California",8400,"J! Archive - Show #7934, aired 2019-02-21",Playing the Double Jeopardy! Round: Larissa Kelly,an editor for academic competitions,"Richmond, California",J! Archive - Show #7934,2019-02-21,Richmond,California,answer2,2,14.0,2.0,"2/21/19 (1):
""Winning on @Jeopardy! allowed me to choose where to live.""
""I want to absolutely crush @buzztronics.""
""My second child was due two days before the tournament draft.""
#Jeopardy #JeopardyAllStars https://t.co/APJDcKaxbX",True,2019.0,2.0,"""I want to absolutely crush @buzztronics.""",3,25200,editor academic competitions,CA
Team Brad,"Playing the Jeopardy! Round: Brad Rutter, an actor and producer from Los Angeles, California",8400,"J! Archive - Show #7934, aired 2019-02-21",Playing the Jeopardy! Round: Brad Rutter,an actor and producer,"Los Angeles, California",J! Archive - Show #7934,2019-02-21,Los Angeles,California,answer1,3,9.0,2.0,"2/21/19 (2):
""Writing quiz questions puts extra pressure on me.""
""I have great memories of winning my tournament.""
""I won my tournament but still love teaching 3rd grade.""
#Jeopardy #JeopardyAllStars https://t.co/hlOYf0cHDO",True,2019.0,2.0,"""Writing quiz questions puts extra pressure on me.""",3,25200,actor producer,CA
Team Brad,"Playing the Jeopardy! Round: Brad Rutter, an actor and producer from Los Angeles, California",8400,"J! Archive - Show #7934, aired 2019-02-21",Playing the Jeopardy! Round: Brad Rutter,an actor and producer,"Los Angeles, California",J! Archive - Show #7934,2019-02-21,Los Angeles,California,answer1,3,14.0,2.0,"2/21/19 (1):
""Winning on @Jeopardy! allowed me to choose where to live.""
""I want to absolutely crush @buzztronics.""
""My second child was due two days before the tournament draft.""
#Jeopardy #JeopardyAllStars https://t.co/APJDcKaxbX",True,2019.0,2.0,"""Winning on @Jeopardy! allowed me to choose where to live.""",3,25200,actor producer,CA
Team Buzzy,"Playing the Final Jeopardy! Round: David Madden, an academic competition director from Ridgewood, New Jersey",8400,"J! Archive - Show #7933, aired 2019-02-20",Playing the Final Jeopardy! Round: David Madden,an academic competition director,"Ridgewood, New Jersey",J! Archive - Show #7933,2019-02-20,Ridgewood,New Jersey,answer3,1,15.0,1.0,"2/20/19:
""I would like to go to Australia.""
""My mom has been a huge support so I bought her a house.""
""I love @Jeopardy! &amp; I've put a lot of work into it.""
#Jeopardy #JeopardyAllStars https://t.co/Ida7jlR9RV",True,2019.0,2.0,"""I love @Jeopardy! &amp; I've put a lot of work into it.""",3,25200,academic competition director,NJ
Team Colby,"Playing the Double Jeopardy! Round: Larissa Kelly, an editor for academic competitions from Richmond, California",8400,"J! Archive - Show #7933, aired 2019-02-20",Playing the Double Jeopardy! Round: Larissa Kelly,an editor for academic competitions,"Richmond, California",J! Archive - Show #7933,2019-02-20,Richmond,California,answer2,2,15.0,1.0,"2/20/19:
""I would like to go to Australia.""
""My mom has been a huge support so I bought her a house.""
""I love @Jeopardy! &amp; I've put a lot of work into it.""
#Jeopardy #JeopardyAllStars https://t.co/Ida7jlR9RV",True,2019.0,2.0,"""My mom has been a huge support so I bought her a house.""",3,25200,editor academic competitions,CA
Team Brad,"Playing the Jeopardy! Round: Brad Rutter, an actor and producer from Los Angeles, California",8400,"J! Archive - Show #7933, aired 2019-02-20",Playing the Jeopardy! Round: Brad Rutter,an actor and producer,"Los Angeles, California",J! Archive - Show #7933,2019-02-20,Los Angeles,California,answer1,3,15.0,1.0,"2/20/19:
""I would like to go to Australia.""
""My mom has been a huge support so I bought her a house.""
""I love @Jeopardy! &amp; I've put a lot of work into it.""
#Jeopardy #JeopardyAllStars https://t.co/Ida7jlR9RV",True,2019.0,2.0,"""I would like to go to Australia.""",3,25200,actor producer,CA
Rachel,"Rachel Fabi, a professor of public health and bioethics from Syracuse, New York (whose 1-day cash winnings total $8,400)",5600,"J! Archive - Show #7932, aired 2019-02-19",Rachel Fabi,a professor of public health and bioethics,"Syracuse, New York",J! Archive - Show #7932,2019-02-19,Syracuse,New York,answer3,1,15.0,3.0,"2/19/19:
“I walked from Zimbabwe to Zambia for lunch.”
“I plan day trips around penny machine.”
“I just took up indoor rock climbing.”
#Jeopardy https://t.co/KB9phJwZiR",True,2019.0,2.0,“I just took up indoor rock climbing.”,2,14000,professor public health bioethics,NY
Matt,"Matt Masich, a writer and editor from Denver, Colorado",23999,"J! Archive - Show #7932, aired 2019-02-19",Matt Masich,a writer and editor,"Denver, Colorado",J! Archive - Show #7932,2019-02-19,Denver,Colorado,answer2,2,15.0,3.0,"2/19/19:
“I walked from Zimbabwe to Zambia for lunch.”
“I plan day trips around penny machine.”
“I just took up indoor rock climbing.”
#Jeopardy https://t.co/KB9phJwZiR",True,2019.0,2.0,“I plan day trips around penny machine.”,1,23999,writer editor,CO
Dana,"Dana Wayne, an educator from North Hollywood, California",26401,"J! Archive - Show #7932, aired 2019-02-19",Dana Wayne,an educator,"North Hollywood, California",J! Archive - Show #7932,2019-02-19,North Hollywood,California,answer1,3,15.0,3.0,"2/19/19:
“I walked from Zimbabwe to Zambia for lunch.”
“I plan day trips around penny machine.”
“I just took up indoor rock climbing.”
#Jeopardy https://t.co/KB9phJwZiR",True,2019.0,2.0,“I walked from Zimbabwe to Zambia for lunch.”,4,72801,educator,CA
Amanda,"Amanda Holm, a project manager from Livonia, Michigan (whose 1-day cash winnings total $13,200)",8399,"J! Archive - Show #7931, aired 2019-02-18",Amanda Holm,a project manager,"Livonia, Michigan",J! Archive - Show #7931,2019-02-18,Livonia,Michigan,answer3,1,10.0,1.0,"2/18/19:
""I've been to Africa but had never been to the U.S. West!""
""I specialize in the ethics of health policy.""
""I got married before my husband served in Iraq.""
#Jeopardy https://t.co/9EOzSBDkhJ",True,2019.0,2.0,"""I got married before my husband served in Iraq.""",2,14399,project manager,MI
Rachel,"Rachel Fabi, a professor of public health and bioethics from Syracuse, New York",8400,"J! Archive - Show #7931, aired 2019-02-18",Rachel Fabi,a professor of public health and bioethics,"Syracuse, New York",J! Archive - Show #7931,2019-02-18,Syracuse,New York,answer2,2,10.0,1.0,"2/18/19:
""I've been to Africa but had never been to the U.S. West!""
""I specialize in the ethics of health policy.""
""I got married before my husband served in Iraq.""
#Jeopardy https://t.co/9EOzSBDkhJ",True,2019.0,2.0,"""I specialize in the ethics of health policy.""",2,14000,professor public health bioethics,NY
Doug,"Doug Wilham, a high school athletic director from Louisville, Kentucky",1599,"J! Archive - Show #7931, aired 2019-02-18",Doug Wilham,a high school athletic director,"Louisville, Kentucky",J! Archive - Show #7931,2019-02-18,Louisville,Kentucky,answer1,3,10.0,1.0,"2/18/19:
""I've been to Africa but had never been to the U.S. West!""
""I specialize in the ethics of health policy.""
""I got married before my husband served in Iraq.""
#Jeopardy https://t.co/9EOzSBDkhJ",True,2019.0,2.0,"""I've been to Africa but had never been to the U.S. West!""",1,1599,high school athletic director,KY
Eric,"Eric R. Backes, an attorney and government relations professional from Round Rock, Texas (whose 4-day cash winnings total $105,602)",13200,"J! Archive - Show #7930, aired 2019-02-15",Eric R. Backes,an attorney and government relations professional,"Round Rock, Texas",J! Archive - Show #7930,2019-02-15,Round Rock,Texas,answer3,1,22.0,3.0,"2/15/19:
""I met my wife training her in a coal mine.""
""I am a bead weaver, not a bed wetter.""
""I got a job with a polling company even though I called it the electrical college.""
#Jeopardy https://t.co/5O7s1Zjjm3",True,2019.0,2.0,"""I got a job with a polling company even though I called it the electrical college.""",5,118802,attorney government relations professional,TX
Amanda,"Amanda Holm, a project manager from Livonia, Michigan",6000,"J! Archive - Show #7930, aired 2019-02-15",Amanda Holm,a project manager,"Livonia, Michigan",J! Archive - Show #7930,2019-02-15,Livonia,Michigan,answer2,2,22.0,3.0,"2/15/19:
""I met my wife training her in a coal mine.""
""I am a bead weaver, not a bed wetter.""
""I got a job with a polling company even though I called it the electrical college.""
#Jeopardy https://t.co/5O7s1Zjjm3",True,2019.0,2.0,"""I am a bead weaver, not a bed wetter.""",2,14399,project manager,MI
Mark,"Mark Smith, an environmental scientist from Salem, Ohio",18400,"J! Archive - Show #7930, aired 2019-02-15",Mark Smith,an environmental scientist,"Salem, Ohio",J! Archive - Show #7930,2019-02-15,Salem,Ohio,answer1,3,22.0,3.0,"2/15/19:
""I met my wife training her in a coal mine.""
""I am a bead weaver, not a bed wetter.""
""I got a job with a polling company even though I called it the electrical college.""
#Jeopardy https://t.co/5O7s1Zjjm3",True,2019.0,2.0,"""I met my wife training her in a coal mine.""",1,18400,environmental scientist,OH
Eric,"Eric R. Backes, an attorney and government relations professional from Round Rock, Texas (whose 3-day cash winnings total $91,201)",14401,"J! Archive - Show #7929, aired 2019-02-14",Eric R. Backes,an attorney and government relations professional,"Round Rock, Texas",J! Archive - Show #7929,2019-02-14,Round Rock,Texas,answer3,1,13.0,1.0,"2/14/19:
""I practiced @Jeopardy! with my bouncing infant.""
""My mom went into labor with me during Jeopardy!'s 1000th episode.""
""I just moved to Round Rock, Texas.""
#Jeopardy https://t.co/tMZORQoNg6",True,2019.0,2.0,"""I just moved to Round Rock, Texas.""",5,118802,attorney government relations professional,TX
Alex,"Alex Miller Murphy, a public relations specialist from Washington, D.C.",2000,"J! Archive - Show #7929, aired 2019-02-14",Alex Miller Murphy,a public relations specialist,"Washington, D.C.",J! Archive - Show #7929,2019-02-14,Washington,D.C.,answer2,2,13.0,1.0,"2/14/19:
""I practiced @Jeopardy! with my bouncing infant.""
""My mom went into labor with me during Jeopardy!'s 1000th episode.""
""I just moved to Round Rock, Texas.""
#Jeopardy https://t.co/tMZORQoNg6",True,2019.0,2.0,"""My mom went into labor with me during Jeopardy!'s 1000th episode.""",1,2000,public relations specialist,
Mitch,"Mitch Rodricks, an attorney from Oakland, California",5400,"J! Archive - Show #7929, aired 2019-02-14",Mitch Rodricks,an attorney,"Oakland, California",J! Archive - Show #7929,2019-02-14,Oakland,California,answer1,3,13.0,1.0,"2/14/19:
""I practiced @Jeopardy! with my bouncing infant.""
""My mom went into labor with me during Jeopardy!'s 1000th episode.""
""I just moved to Round Rock, Texas.""
#Jeopardy https://t.co/tMZORQoNg6",True,2019.0,2.0,"""I practiced @Jeopardy! with my bouncing infant.""",1,5400,attorney,CA
Eric,"Eric R. Backes, an attorney and government relations professional from Round Rock, Texas (whose 2-day cash winnings total $76,901)",14300,"J! Archive - Show #7928, aired 2019-02-13",Eric R. Backes,an attorney and government relations professional,"Round Rock, Texas",J! Archive - Show #7928,2019-02-13,Round Rock,Texas,answer3,1,13.0,2.0,"2/13/19:
""I'm a founding member of the Original Seattle Pizza Society.""
""I find things with a GPS in geocaching.""
""I lettered in high school cross country and bowling.""
#Jeopardy https://t.co/H2uKgQHkZX",True,2019.0,2.0,"""I lettered in high school cross country and bowling.""",5,118802,attorney government relations professional,TX
Susie,"Susie Highley, an education consultant from McCordsville, Indiana",2600,"J! Archive - Show #7928, aired 2019-02-13",Susie Highley,an education consultant,"McCordsville, Indiana",J! Archive - Show #7928,2019-02-13,McCordsville,Indiana,answer2,2,13.0,2.0,"2/13/19:
""I'm a founding member of the Original Seattle Pizza Society.""
""I find things with a GPS in geocaching.""
""I lettered in high school cross country and bowling.""
#Jeopardy https://t.co/H2uKgQHkZX",True,2019.0,2.0,"""I find things with a GPS in geocaching.""",1,2600,education consultant,IN
Seth,"Seth Birnbaum, a marketing manager from Seattle, Washington",1,"J! Archive - Show #7928, aired 2019-02-13",Seth Birnbaum,a marketing manager,"Seattle, Washington",J! Archive - Show #7928,2019-02-13,Seattle,Washington,answer1,3,13.0,2.0,"2/13/19:
""I'm a founding member of the Original Seattle Pizza Society.""
""I find things with a GPS in geocaching.""
""I lettered in high school cross country and bowling.""
#Jeopardy https://t.co/H2uKgQHkZX",True,2019.0,2.0,"""I'm a founding member of the Original Seattle Pizza Society.""",1,1,marketing manager,WA
Eric,"Eric R. Backes, an attorney and government relations professional from Round Rock, Texas (whose 1-day cash winnings total $48,001)",28900,"J! Archive - Show #7927, aired 2019-02-12",Eric R. Backes,an attorney and government relations professional,"Round Rock, Texas",J! Archive - Show #7927,2019-02-12,Round Rock,Texas,answer3,1,35.0,9.0,"2/12/19:
""I coached synchronized swimming with a long stick.""
""The SWAT team swooped in during my first date with my wife.""
""I proposed to my wife while playing Dance Dance Revolution.""
#Jeopardy https://t.co/zlVhHMP1U3",True,2019.0,2.0,"""I proposed to my wife while playing Dance Dance Revolution.""",5,118802,attorney government relations professional,TX
Rob,"Rob Williams, a renewable energy manager from Portland, Oregon",12801,"J! Archive - Show #7927, aired 2019-02-12",Rob Williams,a renewable energy manager,"Portland, Oregon",J! Archive - Show #7927,2019-02-12,Portland,Oregon,answer2,2,35.0,9.0,"2/12/19:
""I coached synchronized swimming with a long stick.""
""The SWAT team swooped in during my first date with my wife.""
""I proposed to my wife while playing Dance Dance Revolution.""
#Jeopardy https://t.co/zlVhHMP1U3",True,2019.0,2.0,"""The SWAT team swooped in during my first date with my wife.""",1,12801,renewable energy manager,OR
Ellen,"Ellen Clark, a sales support specialist from Virginia Beach, Virginia",10401,"J! Archive - Show #7927, aired 2019-02-12",Ellen Clark,a sales support specialist,"Virginia Beach, Virginia",J! Archive - Show #7927,2019-02-12,Virginia Beach,Virginia,answer1,3,35.0,9.0,"2/12/19:
""I coached synchronized swimming with a long stick.""
""The SWAT team swooped in during my first date with my wife.""
""I proposed to my wife while playing Dance Dance Revolution.""
#Jeopardy https://t.co/zlVhHMP1U3",True,2019.0,2.0,"""I coached synchronized swimming with a long stick.""",1,10401,sales support specialist,VA
Bif,"Bif Reiser, a mathematician from Portland, Oregon (whose 3-day cash winnings total $69,400)",27801,"J! Archive - Show #7926, aired 2019-02-11",Bif Reiser,a mathematician,"Portland, Oregon",J! Archive - Show #7926,2019-02-11,Portland,Oregon,answer3,1,6.0,4.0,"2/11/19:
""I drove around a U.S. Senator even though I don't drive well.""
""I met @SenSanders when I was a teen.""
""I asked my parents for $300 for a math competition in Vegas.""
#Jeopardy https://t.co/4y07ETajv4",True,2019.0,2.0,"""I asked my parents for $300 for a math competition in Vegas.""",4,70800,mathematician,OR
Karen,"Karen Bascom Lambiotte, a science writer from Vicksburg, Mississippi",14000,"J! Archive - Show #7926, aired 2019-02-11",Karen Bascom Lambiotte,a science writer,"Vicksburg, Mississippi",J! Archive - Show #7926,2019-02-11,Vicksburg,Mississippi,answer2,2,6.0,4.0,"2/11/19:
""I drove around a U.S. Senator even though I don't drive well.""
""I met @SenSanders when I was a teen.""
""I asked my parents for $300 for a math competition in Vegas.""
#Jeopardy https://t.co/4y07ETajv4",True,2019.0,2.0,"""I met @SenSanders when I was a teen.""",1,14000,science writer,MS
